raw_text,category,emotion,priority
"Hey team, digital badge unavailable. Please escalate if necessary.",Certificates & Progress,Confused,Critical
"I hope you're doing well. I'm facing an issue where digital badge unavailable. I cleared cache, but nothing changed. Please look into this.",Certificates & Progress,Neutral,Critical
"Dear LearnSphere Support,

I am writing to formally report that completion reset. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Certificates & Progress,Urgent,Medium
"Hello,

I understand technical problems can happen, but profile missing achievement. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Certificates & Progress,Angry,Critical
"biling... tracker not updating, plz fix. this keeps happening every time.",Certificates & Progress,Confused,Critical
"This wasn't happening before. Since the latest update, tracker not updating. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Certificates & Progress,Confused,Medium
"I'm honestly disappointed. gradebook incomplete. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Certificates & Progress,Frustrated,High
badge disappeared.,Certificates & Progress,Frustrated,High
"To whom it may concern, digital badge unavailable. Please escalate if necessary.",Certificates & Progress,Angry,Critical
"Dear Support Team, I'm facing an issue where gradebook incomplete. I logged out and back in, but nothing changed. Regards.",Certificates & Progress,Frustrated,High
"Dear LearnSphere Support,

I am writing to formally report that learning streak reset. This problem has persisted for the last few days and is preventing me from using the platform effectively. I switched devices without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Certificates & Progress,Angry,High
"Hello,

I understand technical problems can happen, but gradebook incomplete. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Certificates & Progress,Frustrated,Medium
"subscrption... transcript export failed, plz fix. this keeps happening every time.",Certificates & Progress,Confused,Medium
"This wasn't happening before. Since the latest update, learning streak reset. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Certificates & Progress,Frustrated,High
"I'm honestly disappointed. certificate download broken. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Certificates & Progress,Frustrated,Critical
transcript export failed.,Certificates & Progress,Frustrated,Critical
"Hey team, progress stuck. Please look into this.",Certificates & Progress,Neutral,Medium
"Hi LearnSphere Team, I'm facing an issue where tracker not updating. I cleared cache, but nothing changed. Please look into this.",Certificates & Progress,Neutral,High
"Dear LearnSphere Support,

I am writing to formally report that verification page unavailable. This problem has persisted for the last few days and is preventing me from using the platform effectively. I cleared cache without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Certificates & Progress,Urgent,Critical
"Hello,

I understand technical problems can happen, but learning streak reset. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Certificates & Progress,Frustrated,Medium
"asap... assessment locked, plz fix. this keeps happening every time.",Certificates & Progress,Confused,Critical
"This wasn't happening before. Since the latest update, assessment locked. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Certificates & Progress,Neutral,Medium
"I'm honestly disappointed. certificate typo. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Certificates & Progress,Urgent,High
